Team,Season,SponsorName,SponsorIndustry,OriginalSponsorName,CorrectionID,Industry,Key
Ferrari,2022,Giorgio Armani,Fashion,Giorgio Armani,,Luxury & Fashion,giorgioarmani
Ferrari,2022,Mahle,Automotive,Mahle,,Automotive,mahle
Ferrari,2022,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Ferrari,2022,SKF,Industrial,SKF,,Industrial & Aerospace,skf
Ferrari,2022,NGK Spark Plugs,Automotive,NGK Spark Plugs,,Automotive,ngksparkplugs
Ferrari,2022,Brembo,Automotive,Brembo,,Automotive,brembo
Ferrari,2022,Manpower Group,Staffing,Manpower Group,,Business Services,manpowergroup
Ferrari,2022,Techno Gym,Fitness,Techno Gym,,Apparel & Sportswear,technogym
Ferrari,2022,Iveco,Automotive,Iveco,,Automotive,iveco
Ferrari,2022,Bell Helmets,Automotive,Bell Helmets,,Automotive,bell
Ferrari,2022,Riedel,Technology,Riedel,,Technology,riedel
Ferrari,2022,Garrett,Automotive,Garrett,,Automotive,garrett
Ferrari,2022,Sabelt,Automotive,Sabelt,,Automotive,sabelt
Ferrari,2022,Qualcomm Technologies,Technology,Qualcomm Technologies,,Technology,qualcommtechnologies
Haas,2022,1&1,Telecom,1&1,,Telecom,11
Haas,2022,AlpineStars,Apparel,AlpineStars,,Apparel & Sportswear,alpinestars
Haas,2022,Cyrus,Technology,Cyrus,,Technology,cyrus
Haas,2022,Home Deluxe,Home & Living,Home Deluxe,,Consumer Goods & Retail,homedeluxe
Haas,2022,Ionos,Technology,Ionos,,Technology,ionos
Haas,2022,Maui Jim,Fashion,Maui Jim,,Luxury & Fashion,mauijim
Haas,2022,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Haas,2022,Schuberth,Automotive,Schuberth,,Automotive,schuberth
Haas,2022,Taittinger,Beverages/Food,Taittinger,,Food & Beverage,taittinger
Haas,2022,Tricorp WorkWear,Apparel,Tricorp WorkWear,,Apparel & Sportswear,tricorpworkwear
Haas,2022,Under Armour,Apparel,Under Armour,,Apparel & Sportswear,underarmour
McLaren,2022,British American Tobacco,Tobacco,British American Tobacco,,Other,britishamericantobaccoabettertomorrow
McLaren,2022,Dell Technologies,Technology,Dell Technologies,,Technology,delltechnologies
McLaren,2022,Dark Trace,Cybersecurity,Dark Trace,,Cybersecurity,darktrace
McLaren,2022,Arrow,Technology,Arrow,,Technology,arrowelectronics
McLaren,2022,Tezos,Crypto/Web3,Tezos,,Crypto & Web3,tezos
McLaren,2022,Webex,Technology,Webex,,Technology,webex
McLaren,2022,Unilever,Consumer Goods,Unilever,,Consumer Goods & Retail,unilever
McLaren,2022,Splunk,Technology,Splunk,,Technology,splunk
McLaren,2022,Stanley Black and Decker,Industrial,Stanley Black and Decker,,Industrial & Aerospace,stanleyblackanddecker
McLaren,2022,Alteryx Analytics,Technology,Alteryx Analytics,,Technology,alteryx
McLaren,2022,SmartSheet,Technology,SmartSheet,,Technology,smartsheet
McLaren,2022,Data Robot,Technology,Data Robot,,Technology,datarobot
McLaren,2022,Gulf,Energy/Oil,Gulf,,Energy,gulf
McLaren,2022,GoPuff,Retail,GoPuff,,Consumer Goods & Retail,gopuff
McLaren,2022,Coca-Cola,Beverages/Food,Coca-Cola,,Food & Beverage,cocacola
McLaren,2022,CNBC,Media,CNBC,,Media & Entertainment,cnbc
McLaren,2022,FxPro,Finance,FxPro,,Financial Services,fxpro
McLaren,2022,Party Casino,Gambling/Betting,Party Casino,,Other,partycasino
McLaren,2022,Hilton,Hospitality,Hilton,,"Travel, Hospitality & Logistics",hilton
McLaren,2022,Medallia,Technology,Medallia,,Technology,medallia
McLaren,2022,Castore,Apparel,Castore,,Apparel & Sportswear,castore
McLaren,2022,Richard Mille,Luxury Watches,Richard Mille,,Luxury Watches,richardmille
McLaren,2022,Easy Post,Logistics,Easy Post,,"Travel, Hospitality & Logistics",easypost
McLaren,2022,Free Fire,Gaming/Esports,Free Fire,,Media & Entertainment,freefire
McLaren,2022,Immersive Labs,Technology,Immersive Labs,,Technology,immersivelabs
McLaren,2022,Klipsch,Consumer Electronics,Klipsch,,Technology,klipsch
McLaren,2022,Tumi,Fashion,Tumi,,Luxury & Fashion,tumi
McLaren,2022,Deloitte,Professional Services,Deloitte,,Business Services,deloitte
McLaren,2022,Sikkens,Industrial,Sikkens,,Industrial & Aerospace,sikkens
McLaren,2022,Mind,Technology,Mind,,Technology,mind
McLaren,2022,Sparco,Automotive,Sparco,,Automotive,sparco
McLaren,2022,Logitech,Technology,Logitech,,Technology,logitech
McLaren,2022,SunGod,Fashion,SunGod,,Luxury & Fashion,sungod
McLaren,2022,FAI Aviation Group,Aviation,FAI Aviation Group,,"Travel, Hospitality & Logistics",faiaviationgroup
McLaren,2022,Ashurst,Legal,Ashurst,,Business Services,ashurst
McLaren,2022,Pirelli,Automotive,Pirelli,,Automotive,pirelli
McLaren,2022,Mazak,Industrial,Mazak,,Industrial & Aerospace,mazak
McLaren,2022,Stratasys,Technology,Stratasys,,Technology,stratasys
McLaren,2022,Kaust,Education,Kaust,,Business Services,kaust
McLaren,2022,TechnoGym,Fitness,TechnoGym,,Apparel & Sportswear,technogym
McLaren,2022,Hookit,Technology,Hookit,,Technology,hookit
McLaren,2022,Merchants,Retail,Merchants,,Consumer Goods & Retail,merchants
McLaren,2022,AlienWare,Technology,AlienWare,,Technology,alienware
McLaren,2022,Veloce Esports,Esports,Veloce Esports,,Media & Entertainment,veloceesports
McLaren,2022,New Era,Apparel,New Era,,Apparel & Sportswear,newera
Mercedes,2022,Petronas,Energy/Oil,Petronas,,Energy,petronas
Mercedes,2022,Ineos,Chemicals,Ineos,,Industrial & Aerospace,ineos
Mercedes,2022,UBS,Finance,UBS,,Financial Services,ubs
Mercedes,2022,TeamViewer,Technology,TeamViewer,,Technology,teamviewer
Mercedes,2022,CrowdStrike,Cybersecurity,CrowdStrike,,Cybersecurity,crowdstrike
Mercedes,2022,FTX,Crypto/Web3,FTX,,Crypto & Web3,ftx
Mercedes,2022,Hewlett Packard,Technology,Hewlett Packard,,Technology,hewlettpackard
Mercedes,2022,IWC Schaffhausen,Luxury Watches,IWC Schaffhausen,,Luxury Watches,iwcschaffhausen
Mercedes,2022,Marriott Bonvoy,Hospitality,Marriott Bonvoy,,"Travel, Hospitality & Logistics",marriottbonvoy
Mercedes,2022,AMD,Technology,AMD,,Technology,amd
Mercedes,2022,Monster Energy,Beverages/Food,Monster Energy,,Food & Beverage,monsterenergy
Mercedes,2022,Pure Storage,Technology,Pure Storage,,Technology,purestorage
Mercedes,2022,Tommy Hilfiger,Fashion,Tommy Hilfiger,,Luxury & Fashion,tommyhilfiger
Mercedes,2022,TIBCO,Technology,TIBCO,,Technology,tibco
Mercedes,2022,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Mercedes,2022,Police Eyewear,Fashion,Police Eyewear,,Luxury & Fashion,policeeyewear
Mercedes,2022,OZ Racing,Automotive,OZ Racing,,Automotive,ozracing
Mercedes,2022,Endless,Automotive,Endless,,Automotive,endless
Mercedes,2022,Axalta,Industrial,Axalta,,Industrial & Aerospace,axalta
Mercedes,2022,Belstaff,Fashion,Belstaff,,Luxury & Fashion,belstaff
Mercedes,2022,Pirelli,Automotive,Pirelli,,Automotive,pirelli
RB/AlphaTauri/Toro Rosso,2022,Alpha Tauri,Apparel,Alpha Tauri,,Apparel & Sportswear,alphatauri
RB/AlphaTauri/Toro Rosso,2022,Honda,Automotive,Honda,,Automotive,honda
RB/AlphaTauri/Toro Rosso,2022,Fantom,Crypto/Web3,Fantom,,Crypto & Web3,fantom
RB/AlphaTauri/Toro Rosso,2022,Epicor,Technology,Epicor,,Technology,epicor
RB/AlphaTauri/Toro Rosso,2022,Randstad,Staffing,Randstad,,Business Services,randstad
RB/AlphaTauri/Toro Rosso,2022,ICM.com,Finance,ICM.com,,Financial Services,icmcom
RB/AlphaTauri/Toro Rosso,2022,FlexBox,Technology,FlexBox,,Technology,flexbox
RB/AlphaTauri/Toro Rosso,2022,Pirelli,Automotive,Pirelli,,Automotive,pirelli
RB/AlphaTauri/Toro Rosso,2022,DAZN,Media,DAZN,,Media & Entertainment,dazn
RB/AlphaTauri/Toro Rosso,2022,Ravenol,Energy/Oil,Ravenol,,Energy,ravenol
RB/AlphaTauri/Toro Rosso,2022,Riedel,Technology,Riedel,,Technology,riedel
RB/AlphaTauri/Toro Rosso,2022,Siemens,Industrial,Siemens,,Industrial & Aerospace,siemens
Red Bull Racing,2022,Oracle,Technology,Oracle,,Technology,oracle
Red Bull Racing,2022,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Red Bull Racing,2022,Tag Heuer,Luxury Watches,Tag Heuer,,Luxury Watches,tagheuer
Red Bull Racing,2022,Telcel,Telecom,Telcel,,Telecom,telcel
Red Bull Racing,2022,Mobil1,Energy/Oil,Mobil1,,Energy,mobil1
Red Bull Racing,2022,Tezos,Crypto/Web3,Tezos,,Crypto & Web3,tezos
Red Bull Racing,2022,Bybit,Crypto/Web3,Bybit,,Crypto & Web3,bybit
Red Bull Racing,2022,Honda,Automotive,Honda,,Automotive,honda
Red Bull Racing,2022,Claro,Telecom,Claro,,Telecom,claro
Red Bull Racing,2022,Rauch,Beverages/Food,Rauch,,Food & Beverage,rauch
Red Bull Racing,2022,Citrix,Technology,Citrix,,Technology,citrix
Red Bull Racing,2022,Poly,Technology,Poly,,Technology,poly
Red Bull Racing,2022,Armor All,Automotive,Armor All,,Automotive,armorall
Red Bull Racing,2022,Cash App,Finance,Cash App,,Financial Services,cashapp
Red Bull Racing,2022,Arctic Wolf,Cybersecurity,Arctic Wolf,,Cybersecurity,arcticwolf
Red Bull Racing,2022,Hewlett Packard,Technology,Hewlett Packard,,Technology,hewlettpackard
Red Bull Racing,2022,Inter.mx,Finance,Inter.mx,,Financial Services,intermx
Red Bull Racing,2022,AT&T,Telecom,AT&T,,Telecom,att
Red Bull Racing,2022,Siemens,Industrial,Siemens,,Industrial & Aerospace,siemens
Red Bull Racing,2022,PokerStars,Gambling/Betting,PokerStars,,Other,pokerstars
Red Bull Racing,2022,Therabody,Fitness,Therabody,,Apparel & Sportswear,therabody
Red Bull Racing,2022,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Red Bull Racing,2022,AlphaTauri,Apparel,AlphaTauri,,Apparel & Sportswear,alphatauri
Red Bull Racing,2022,DMG Mori,Industrial,DMG Mori,,Industrial & Aerospace,dmgmori
Red Bull Racing,2022,Hexagon,Technology,Hexagon,,Technology,hexagon
Red Bull Racing,2022,PWR,Automotive,PWR,,Automotive,pwr
Red Bull Racing,2022,Ansys,Technology,Ansys,,Technology,ansys
Red Bull Racing,2022,Gold Standard,Finance,Gold Standard,,Financial Services,goldstandard
Red Bull Racing,2022,Sabelt,Automotive,Sabelt,,Automotive,sabelt
Red Bull Racing,2022,Ocean Bottle,Consumer Goods,Ocean Bottle,,Consumer Goods & Retail,oceanbottle
Red Bull Racing,2022,Walmart,Retail,Walmart,,Consumer Goods & Retail,walmart
Sauber/Alfa Romeo,2022,PKN Orlen,Energy/Oil,PKN Orlen,,Energy,pknorlen
Sauber/Alfa Romeo,2022,Adler,Industrial,Adler,,Industrial & Aerospace,adlerpelzergroup
Sauber/Alfa Romeo,2022,Acer,Technology,Acer,,Technology,acer
Sauber/Alfa Romeo,2022,Accelleron,Industrial,Accelleron,,Industrial & Aerospace,acceleron
Sauber/Alfa Romeo,2022,AMX,Technology,AMX,,Technology,amx
Sauber/Alfa Romeo,2022,Camozzi,Industrial,Camozzi,,Industrial & Aerospace,camozzi
Sauber/Alfa Romeo,2022,Code Zero,Apparel,Code Zero,,Apparel & Sportswear,codezero
Sauber/Alfa Romeo,2022,Delsey,Travel/Luggage,Delsey,,Luxury & Fashion,delsey
Sauber/Alfa Romeo,2022,DRF Bets,Gambling/Betting,DRF Bets,,Other,drfbets
Sauber/Alfa Romeo,2022,Singha,Beverages/Food,Singha,,Food & Beverage,singha
Sauber/Alfa Romeo,2022,Additive Industries,Industrial,Additive Industries,,Industrial & Aerospace,additiveindustries
Sauber/Alfa Romeo,2022,Ferrari Trento,Beverages/Food,Ferrari Trento,,Food & Beverage,ferraritrento
Sauber/Alfa Romeo,2022,Floki,Crypto/Web3,Floki,,Crypto & Web3,floki
Sauber/Alfa Romeo,2022,Globeair,Aviation,Globeair,,"Travel, Hospitality & Logistics",globeair
Sauber/Alfa Romeo,2022,Hyland,Technology,Hyland,,Technology,hyland
Sauber/Alfa Romeo,2022,Iveco,Automotive,Iveco,,Automotive,iveco
Sauber/Alfa Romeo,2022,Marelli,Automotive,Marelli,,Automotive,marelli
Sauber/Alfa Romeo,2022,Mitsubishi Electric,Industrial,Mitsubishi Electric,,Industrial & Aerospace,mitsubishielectric
Sauber/Alfa Romeo,2022,Modere,Consumer Goods,Modere,,Consumer Goods & Retail,modere
Sauber/Alfa Romeo,2022,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Sauber/Alfa Romeo,2022,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Sauber/Alfa Romeo,2022,Rebellion,Luxury Watches,Rebellion,,Luxury Watches,rebellion
Sauber/Alfa Romeo,2022,Sabelt,Automotive,Sabelt,,Automotive,sabelt
Sauber/Alfa Romeo,2022,Save the Children,Nonprofit,Save the Children,,Other,savethechildren
Sauber/Alfa Romeo,2022,Socios,Crypto/Web3,Socios,,Crypto & Web3,socioscom
Sauber/Alfa Romeo,2022,Walter Meier,Industrial,Walter Meier,,Industrial & Aerospace,waltermeier
Sauber/Alfa Romeo,2022,Web Eyewear,Fashion,Web Eyewear,,Luxury & Fashion,webeyewear
Sauber/Alfa Romeo,2022,Zadara,Technology,Zadara,,Technology,zadara
Sauber/Alfa Romeo,2022,ZCG,Finance,ZCG,,Financial Services,zcg
Williams,2022,Sofina,Investment,Sofina,,Financial Services,sofina
Williams,2022,Lavazza,Beverages/Food,Lavazza,,Food & Beverage,lavazza
Williams,2022,Duracell,Consumer Goods,Duracell,,Consumer Goods & Retail,duracell
Williams,2022,Acronis,Cybersecurity,Acronis,,Cybersecurity,acronis
Williams,2022,Dorilton Ventures,Investment,Dorilton Ventures,,Financial Services,doriltonventures
Williams,2022,Versa,Technology,Versa,,Technology,versa
Williams,2022,Honibe,Consumer Goods,Honibe,,Consumer Goods & Retail,honibe
Williams,2022,Financial Times,Media,Financial Times,,Media & Entertainment,financialtimes
Williams,2022,Symantec,Cybersecurity,Symantec,,Cybersecurity,symantec
Williams,2022,Bremont,Luxury Watches,Bremont,,Luxury Watches,bremont
Williams,2022,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Williams,2022,Umbro,Apparel,Umbro,,Apparel & Sportswear,umbro
Williams,2022,Zeiss,Technology,Zeiss,,Technology,zeiss
Williams,2022,Crew Clothing Company,Apparel,Crew Clothing Company,,Apparel & Sportswear,crewclothingcompany
Williams,2022,PPG,Industrial,PPG,,Industrial & Aerospace,ppg
Williams,2022,OMP,Automotive,OMP,,Automotive,omp
Williams,2022,KX,Technology,KX,,Technology,kx
Williams,2022,Nexa 3D,Technology,Nexa 3D,,Technology,nexa3d
Williams,2022,DTex,Cybersecurity,DTex,,Cybersecurity,dtex
Williams,2022,B&R,Technology,B&R,,Technology,br
Williams,2022,Mei,Technology,Mei,,Technology,mei
Williams,2022,Life Fitness,Fitness,Life Fitness,,Apparel & Sportswear,lifefitness
Williams,2022,That’s It,Beverages/Food,That’s It,,Food & Beverage,thatsit
Williams,2022,Sia,Nonprofit,Sia,,Other,sia
Williams,2022,Thales,Aerospace,Thales,,Industrial & Aerospace,thales
Alpine/Renault,2023,BWT,Water Technology,BWT,,Industrial & Aerospace,bwt
Alpine/Renault,2023,Castrol,Energy/Oil,Castrol,,Energy,castrol
Alpine/Renault,2023,BP Ultimate,Energy/Oil,BP Ultimate,,Energy,bpultimate
Alpine/Renault,2023,Renault E-Tech,Automotive,Renault E-Tech,,Automotive,renaultetech
Alpine/Renault,2023,Binance,Crypto/Web3,Binance,,Crypto & Web3,binance
Alpine/Renault,2023,Ecowatt,Energy,Ecowatt,,Energy,ecowatt
Alpine/Renault,2023,Mobilize Financial Services,Finance,Mobilize Financial Services,,Financial Services,mobilizefinancialservices
Alpine/Renault,2023,Microsoft,Technology,Microsoft,,Technology,microsoft
Alpine/Renault,2023,Plug,Energy,Plug,,Energy,plugpower
Alpine/Renault,2023,Bell & Ross,Luxury Watches,Bell & Ross,,Luxury Watches,bellross
Alpine/Renault,2023,Kappa,Apparel,Kappa,,Apparel & Sportswear,kappa
Alpine/Renault,2023,Sprinklr,Technology,Sprinklr,,Technology,sprinklr
Alpine/Renault,2023,Boeing,Aerospace,Boeing,,Industrial & Aerospace,boeing
Alpine/Renault,2023,Delphi,Automotive,Delphi,,Automotive,delphi
Alpine/Renault,2023,Eurodatacar,Technology,Eurodatacar,,Technology,eurodatacar
Alpine/Renault,2023,KWay,Apparel,KWay,,Apparel & Sportswear,kway
Alpine/Renault,2023,Shamir,Consumer Goods,Shamir,,Consumer Goods & Retail,shamir
Alpine/Renault,2023,Yahoo!,Media,Yahoo!,,Media & Entertainment,yahoo
Alpine/Renault,2023,3D Systems,Technology,3D Systems,,Technology,3dsystems
Alpine/Renault,2023,Alpinestars,Apparel,Alpinestars,,Apparel & Sportswear,alpinestars
Alpine/Renault,2023,Alpine Eyewear,Fashion,Alpine Eyewear,,Luxury & Fashion,alpineeyewear
Alpine/Renault,2023,Elysium,Technology,Elysium,,Technology,elysium
Alpine/Renault,2023,GCaps,Technology,GCaps,,Technology,gcaps
Alpine/Renault,2023,Hexis,Industrial,Hexis,,Industrial & Aerospace,hexis
Alpine/Renault,2023,KX,Technology,KX,,Technology,kx
Alpine/Renault,2023,Matrix,Technology,Matrix,,Technology,matrix
Alpine/Renault,2023,Perkin Elmer,Life Sciences,Perkin Elmer,,Other,perkinelmer
Alpine/Renault,2023,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Alpine/Renault,2023,Roland,Technology,Roland,,Technology,roland
Alpine/Renault,2023,Track Racer,Consumer Goods,Track Racer,,Consumer Goods & Retail,trackracer
Alpine/Renault,2023,Canel’s,Beverages/Food,Canel’s,,Food & Beverage,canels
Aston Martin/Racing Point/Force India,2023,Cognizant,Technology,Cognizant,,Technology,cognizant
Aston Martin/Racing Point/Force India,2023,Aramco,Energy/Oil,Aramco,,Energy,aramco
Aston Martin/Racing Point/Force India,2023,XP,Finance,XP,,Financial Services,xp
Aston Martin/Racing Point/Force India,2023,SentinelOne,Cybersecurity,SentinelOne,,Cybersecurity,sentinelone
Aston Martin/Racing Point/Force India,2023,Citi,Finance,Citi,,Financial Services,citi
Aston Martin/Racing Point/Force India,2023,Crypto.com,Crypto/Web3,Crypto.com,,Crypto & Web3,cryptocom
Aston Martin/Racing Point/Force India,2023,Juniper Networks,Technology,Juniper Networks,,Technology,junipernetworks
Aston Martin/Racing Point/Force India,2023,Peroni 0.0,Beverages/Food,Peroni 0.0,,Food & Beverage,peroni00
Aston Martin/Racing Point/Force India,2023,JCB,Industrial,JCB,,Industrial & Aerospace,jcb
Aston Martin/Racing Point/Force India,2023,PortoSeguro,Insurance,PortoSeguro,,Financial Services,portoseguro
Aston Martin/Racing Point/Force India,2023,NetApp,Technology,NetApp,,Technology,netapp
Aston Martin/Racing Point/Force India,2023,Avatrade,Finance,Avatrade,,Financial Services,avatrade
Aston Martin/Racing Point/Force India,2023,Boss,Fashion,Boss,,Luxury & Fashion,boss
Aston Martin/Racing Point/Force India,2023,Girard Perregaux,Luxury Watches,Girard Perregaux,,Luxury Watches,girardperregaux
Aston Martin/Racing Point/Force India,2023,EPOS,Consumer Electronics,EPOS,,Technology,epos
Aston Martin/Racing Point/Force India,2023,Bombardier,Aerospace,Bombardier,,Industrial & Aerospace,bombardier
Aston Martin/Racing Point/Force India,2023,socios.com,Crypto/Web3,socios.com,,Crypto & Web3,socioscom
Aston Martin/Racing Point/Force India,2023,Globe Trotter,Travel/Luggage,Globe Trotter,,Luxury & Fashion,globetrotter
Aston Martin/Racing Point/Force India,2023,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Aston Martin/Racing Point/Force India,2023,Tik Tok,Media,Tik Tok,,Media & Entertainment,tiktok
Aston Martin/Racing Point/Force India,2023,Ogio,Travel/Luggage,Ogio,,Luxury & Fashion,ogio
Aston Martin/Racing Point/Force India,2023,Oakley,Fashion,Oakley,,Luxury & Fashion,oakley
Aston Martin/Racing Point/Force India,2023,Alpinestars,Apparel,Alpinestars,,Apparel & Sportswear,alpinestars
Aston Martin/Racing Point/Force India,2023,Ebb3,Technology,Ebb3,,Technology,ebb3
Aston Martin/Racing Point/Force India,2023,Stilo,Automotive,Stilo,,Automotive,stilo
Aston Martin/Racing Point/Force India,2023,Pelmark,Technology,Pelmark,,Technology,pelmark
Aston Martin/Racing Point/Force India,2023,Velocity Black,Technology,Velocity Black,,Technology,velocityblack
Aston Martin/Racing Point/Force India,2023,SAUDIA (Saudi Airlines),Aviation,SAUDIA (Saudi Airlines),,"Travel, Hospitality & Logistics",saudiasaudiairlines
Ferrari,2023,Shell,Energy/Oil,Shell,,Energy,shell
Ferrari,2023,Santander,Finance,Santander,,Financial Services,santander
Ferrari,2023,Ray-Ban,Fashion,Ray-Ban,,Luxury & Fashion,rayban
Ferrari,2023,AWS,Technology,AWS,,Technology,aws
Ferrari,2023,Richard Mille,Luxury Watches,Richard Mille,,Luxury Watches,richardmille
Ferrari,2023,Ceva Logistics,Logistics,Ceva Logistics,,"Travel, Hospitality & Logistics",cevalogistics
Ferrari,2023,Estrella Galicia,Beverages/Food,Estrella Galicia,,Food & Beverage,estrellagalicia
Ferrari,2023,OMR Automotive,Automotive,OMR Automotive,,Automotive,omrautomotive
Ferrari,2023,MAHLE,Automotive,MAHLE,,Automotive,mahle
Ferrari,2023,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Ferrari,2023,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Ferrari,2023,SKF,Industrial,SKF,,Industrial & Aerospace,skf
Ferrari,2023,VistaJet,Aviation,VistaJet,,"Travel, Hospitality & Logistics",vistajet
Ferrari,2023,NGK Spark Plugs,Automotive,NGK Spark Plugs,,Automotive,ngksparkplugs
Ferrari,2023,Brembo,Automotive,Brembo,,Automotive,brembo
Ferrari,2023,Riedel,Technology,Riedel,,Technology,riedel
Ferrari,2023,Iveco,Automotive,Iveco,,Automotive,iveco
Ferrari,2023,Palantir,Technology,Palantir,,Technology,palantir
Ferrari,2023,ManPower Group,Staffing,ManPower Group,,Business Services,manpowergroup
Ferrari,2023,Technogym,Fitness,Technogym,,Apparel & Sportswear,technogym
Ferrari,2023,Garrett,Automotive,Garrett,,Automotive,garrett
Ferrari,2023,Giorgio Armani,Fashion,Giorgio Armani,,Luxury & Fashion,giorgioarmani
Ferrari,2023,Sabelt,Automotive,Sabelt,,Automotive,sabelt
Ferrari,2023,VGW Play,Gambling/Betting,VGW Play,,Other,vgwplay
Ferrari,2023,Mission Winnow,Tobacco,Mission Winnow,,Other,missionwinnow
Ferrari,2023,Genesys,Technology,Genesys,,Technology,genesys
Ferrari,2023,Bitdefender,Cybersecurity,Bitdefender,,Cybersecurity,bitdefender
Ferrari,2023,HCL Software,Technology,HCL Software,,Technology,hclsoftware
Ferrari,2023,Harman Automotive,Automotive,Harman Automotive,,Automotive,harmanautomotive
Ferrari,2023,ZCG,Finance,ZCG,,Financial Services,zcg
Ferrari,2023,Bang Olufsen,Consumer Electronics,Bang Olufsen,,Technology,bangolufsen
Ferrari,2023,Ecopol,Industrial,Ecopol,,Industrial & Aerospace,ecopol
Ferrari,2023,Riva,Luxury,Riva,,Luxury & Fashion,riva
Ferrari,2023,Freccia Rossa,Transport,Freccia Rossa,,"Travel, Hospitality & Logistics",frecciarossa
Ferrari,2023,Ohlins,Automotive,Ohlins,,Automotive,ohlins
Haas,2023,Haas Automation,Industrial,Haas Automation,,Industrial & Aerospace,haasautomation
Haas,2023,Alpinestars,Apparel,Alpinestars,,Apparel & Sportswear,alpinestars
Haas,2023,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Haas,2023,Schuberth,Automotive,Schuberth,,Automotive,schuberth
Haas,2023,Taittinger,Beverages/Food,Taittinger,,Food & Beverage,taittinger
Haas,2023,Tricorp Workwear,Apparel,Tricorp Workwear,,Apparel & Sportswear,tricorpworkwear
Haas,2023,MoneyGram,Finance,MoneyGram,,Financial Services,moneygram
Haas,2023,Chipotle,Beverages/Food,Chipotle,,Food & Beverage,chipotle
Haas,2023,Haas Tooling,Industrial,Haas Tooling,,Industrial & Aerospace,haastooling
Haas,2023,Hantec Markets,Finance,Hantec Markets,,Financial Services,hantecmarkets
Haas,2023,Oak Berry,Beverages/Food,Oak Berry,,Food & Beverage,oakberry
Haas,2023,OpenSea,Crypto/Web3,OpenSea,,Crypto & Web3,opensea
Haas,2023,Palm Angels,Fashion,Palm Angels,,Luxury & Fashion,palmangels
Haas,2023,Travis Mathew,Apparel,Travis Mathew,,Apparel & Sportswear,travismathew
McLaren,2023,British-American Tobacco (A Better Tomorrow),Tobacco,British-American Tobacco (A Better Tomorrow),,Other,britishamericantobaccoabettertomorrow
McLaren,2023,Splunk,Technology,Splunk,,Technology,splunk
McLaren,2023,DarkTrace,Cybersecurity,DarkTrace,,Cybersecurity,darktrace
McLaren,2023,Tezos,Crypto/Web3,Tezos,,Crypto & Web3,tezos
McLaren,2023,Dell Technologies,Technology,Dell Technologies,,Technology,delltechnologies
McLaren,2023,Alteryx,Technology,Alteryx,,Technology,alteryx
McLaren,2023,Smartsheet,Technology,Smartsheet,,Technology,smartsheet
McLaren,2023,DataRobot,Technology,DataRobot,,Technology,datarobot
McLaren,2023,GoPuff,Retail,GoPuff,,Consumer Goods & Retail,gopuff
McLaren,2023,Party Responsibly,Nonprofit,Party Responsibly,,Other,partyresponsibly
McLaren,2023,Medallia,Technology,Medallia,,Technology,medallia
McLaren,2023,Arrow Electronics,Technology,Arrow Electronics,,Technology,arrowelectronics
McLaren,2023,Richard Mille,Luxury Watches,Richard Mille,,Luxury Watches,richardmille
McLaren,2023,Hilton,Hospitality,Hilton,,"Travel, Hospitality & Logistics",hilton
McLaren,2023,Coca Cola,Beverages/Food,Coca Cola,,Food & Beverage,cocacola
McLaren,2023,Unilever,Consumer Goods,Unilever,,Consumer Goods & Retail,unilever
McLaren,2023,FxPro,Finance,FxPro,,Financial Services,fxpro
McLaren,2023,Deloitte,Professional Services,Deloitte,,Business Services,deloitte
McLaren,2023,TUMI,Fashion,TUMI,,Luxury & Fashion,tumi
McLaren,2023,CNBC,Media,CNBC,,Media & Entertainment,cnbc
McLaren,2023,Klipsch,Consumer Electronics,Klipsch,,Technology,klipsch
McLaren,2023,Sparco,Automotive,Sparco,,Automotive,sparco
McLaren,2023,Ashurst,Legal,Ashurst,,Business Services,ashurst
McLaren,2023,Stratasys,Technology,Stratasys,,Technology,stratasys
McLaren,2023,KAUST,Education,KAUST,,Business Services,kaust
McLaren,2023,Ultimotive,Technology,Ultimotive,,Automotive,ultimotive
McLaren,2023,New Era,Apparel,New Era,,Apparel & Sportswear,newera
McLaren,2023,FAI Aviation Group,Aviation,FAI Aviation Group,,"Travel, Hospitality & Logistics",faiaviationgroup
McLaren,2023,Cisco,Technology,Cisco,,Technology,cisco
McLaren,2023,Webex,Technology,Webex,,Technology,webex
McLaren,2023,AkzoNobel-Sikkens,Industrial,AkzoNobel-Sikkens,,Industrial & Aerospace,akzonobelsikkens
McLaren,2023,Logitech G,Technology,Logitech G,,Technology,logitechg
McLaren,2023,Castore,Apparel,Castore,,Apparel & Sportswear,castore
McLaren,2023,EasyPost,Logistics,EasyPost,,"Travel, Hospitality & Logistics",easypost
